Ngày 11/19/2023:
   Keyword 'sấm_truyền_ca': 0.09%
   Keyword 'linh_mục': 0.09%
   Keyword 'hoa_kỳ': 0.09%
   Keyword 'brad_pitt': 0.09%
   Keyword 'thị_trường_chứng_khoán': 0.09%
   Keyword 'chatgpt': 0.09%
   Keyword 'đại_lý': 0.09%
   Keyword 'nỗ_lực': 0.09%
   Keyword 'xung_đột': 0.09%
   Keyword 'lam': 0.09%
   Keyword 'champions_league': 0.09%
   Keyword 'liverpool': 0.09%
   Keyword 'man_city': 0.09%
   Keyword 'khả_năng': 0.09%
   Keyword 'quân_đội_israel': 0.09%
   Keyword 'đường_hầm': 0.09%
   Keyword 'concert_taylor_swift': 0.09%
   Keyword 'cao_điểm': 0.09%
   Keyword 'liên_hợp_quốc': 0.09%
   Keyword 'tầm_vóc_việt': 0.09%
   Keyword 'tầm_vóc': 0.09%
   Keyword 'phiên_bản': 0.09%
   Keyword 'vtv1': 0.09%
   Keyword 'dân_tộc_di_sản_văn_hoá_việt_nam': 0.09%
   Keyword 'cha_con_chủ_tịch_tập_đoàn_tân_hiệp_phát_trần_quí_thanh': 0.09%
   Keyword 'bệnh_nhi': 0.09%
   Keyword 'hungary': 0.09%
   Keyword 'thư_phân_ưu_chia_buồn': 0.09%
   Keyword 'phân_ưu': 0.09%
   Keyword 'benjamin_franklin': 0.09%
   Keyword 'chân_dung': 0.09%
   Keyword 'trái_tim': 0.09%
   Keyword 'tôn_tạo': 0.09%
   Keyword 'đường_bay': 0.09%
   Keyword 'cảng_hàng_không': 0.09%
   Keyword 'tổng_bí_thư': 0.09%
   Keyword 'mật_khẩu': 0.09%
   Keyword 'khát_vọng': 0.09%
   Keyword 'nữ_công': 0.09%
   Keyword 'ma_tuý_ketamin': 0.09%
   Keyword 'ketamin': 0.09%
   Keyword 'bao_vê_antt': 0.09%
   Keyword 'nhà_giáo_ưu_tú': 0.09%
   Keyword 'hoàng_ngọc_long': 0.09%
   Keyword 'nhà_giáo_ưu_tú_hoàng_ngọc_long': 0.09%
   Keyword 'khu_công_nghiệp_hà_nội': 0.09%
   Keyword 'tên_miền': 0.09%
   Keyword 'tên_miền_quốc_gia_việt_nam': 0.09%
   Keyword 'cựu_cand': 0.09%
   Keyword 'nẵng': 0.09%
   Keyword 'tp_đà': 0.09%
   Keyword 'tổ_quốc': 0.09%
   Keyword 'zalo': 0.09%
   Keyword 'quy_mô': 0.09%
   Keyword 'giang_hồ_quân_xa': 0.09%
   Keyword 'giang_hồ': 0.09%
   Keyword 'hải_vân': 0.09%
   Keyword 'tuyên_án': 0.09%
   Keyword 'pháp_nhân': 0.09%
   Keyword 'dịch_tả_lợn_châu_phi': 0.09%
   Keyword 'nội_tỉnh': 0.09%
   Keyword 'ngân_sách': 0.09%
   Keyword 'australia': 0.09%
   Keyword 'bình_đẳng': 0.09%
   Keyword 'trí_tuệ_nhân_tạo': 0.09%
   Keyword 'điện_lực': 0.09%
   Keyword 'bắc_giang': 0.09%
   Keyword 'giám_đốc_chi_nhánh': 0.09%
   Keyword 'đại_đoàn_kết': 0.09%
   Keyword 'cội_nguồn': 0.09%
   Keyword 'chế_độ': 0.09%
   Keyword 'doanh_nhân': 0.09%
   Keyword 'giai_đoạn': 0.09%
   Keyword 'bắc_kạn': 0.09%
   Keyword 'tây': 0.09%
   Keyword 'nhan_sắc': 0.09%
   Keyword 'màn_ảnh': 0.09%
   Keyword 'viên_chức': 0.09%
   Keyword 'toàn_năng': 0.09%
   Keyword 'lisa': 0.09%
   Keyword 'võ_sĩ': 0.09%
   Keyword 'thanh_thiếu_niên': 0.09%
   Keyword 'đỗ_kỷ': 0.09%
   Keyword 'dấu_hiệu': 0.09%
   Keyword 'căn_hộ': 0.09%
   Keyword 'gia_tộc': 0.09%
   Keyword 'động_thái': 0.09%
   Keyword 'diện_mạo': 0.09%
   Keyword 'kỷ_lục': 0.09%
   Keyword 'thu_nhập': 0.09%
   Keyword 'điện_biên': 0.09%
   Keyword 'thiết_kế': 0.09%
   Keyword 'công_trí': 0.09%
   Keyword 'hội_đồng_quản_trị': 0.09%
   Keyword 'vincom': 0.09%
   Keyword 'dạ_dày': 0.09%
   Keyword 'khắc_tinh': 0.09%
   Keyword 'đặc_sản': 0.09%
   Keyword 'huyền_thoại': 0.09%
   Keyword 'chủ_tân_hiệp_phát_trần_quí_thanh': 0.09%
   Keyword 'touch_id': 0.09%
   Keyword 'hải_quân': 0.09%
   Keyword 'chiến_sự': 0.09%
   Keyword 'chiến_sự_ukraine': 0.09%
   Keyword 'hợp_đồng': 0.09%
   Keyword 'triển_lãm': 0.09%
   Keyword 'bảo_tàng': 0.09%
   Keyword 'hoa_hậu': 0.09%
   Keyword 'bí_quyết': 0.09%
   Keyword 'bộ_trưởng_công_an': 0.09%
   Keyword 'tiếng_động': 0.09%
   Keyword 'tây_bắc': 0.09%
   Keyword 'long_thành': 0.09%
   Keyword 'hành_khách': 0.09%
   Keyword 'thuê_bao': 0.09%
   Keyword 'doanh_nghiệp_việt': 0.09%
   Keyword 'kon_tum': 0.09%
   Keyword 'uỷ_ban_nhân_dân': 0.09%
   Keyword 'hội_thảo': 0.09%
   Keyword 'hệ_thống': 0.09%
   Keyword 'thu': 0.09%
   Keyword 'thủ_đức': 0.09%
   Keyword 'việt_namhàn_quốc': 0.09%
   Keyword 'hải_quan': 0.09%
   Keyword 'giao_thương': 0.09%
   Keyword 'putin': 0.09%
   Keyword 'dani_alves': 0.09%
   Keyword 'messi': 0.09%
   Keyword 'người_yêu': 0.09%
   Keyword 'giám_đốc_công_an_nghệ_an': 0.09%
   Keyword 'thực_vật': 0.09%
   Keyword 'quảng_ngãi': 0.09%
   Keyword 'đoàn': 0.09%
   Keyword 'bí_thư': 0.09%
   Keyword 'loréal_unesco': 0.09%
   Keyword 'acecook_việt_nam': 0.09%
   Keyword 'david_beckham': 0.09%
   Keyword 'địa_hình': 0.09%
   Keyword 'nhà_đất': 0.09%
   Keyword 'an_giang': 0.09%
   Keyword 'fc': 0.09%
   Keyword 'nguyễn_thuỳ_linh': 0.09%
   Keyword 'justin_timberlake': 0.09%
   Keyword 'ứng_viên': 0.09%
   Keyword 'hà_nội_fc': 0.09%
   Keyword 'hà': 0.09%
   Keyword 'nội': 0.09%
   Keyword 'nữ_việt_kiều': 0.09%
   Keyword 'áo_dài': 0.09%
   Keyword 'asean': 0.09%
   Keyword 'bí_mật': 0.09%
   Keyword 'miền': 0.09%
   Keyword 'ca_sĩ_mỹ_tâm': 0.09%
   Keyword 'giám_khảo': 0.09%
   Keyword 'tinh_dầu': 0.09%
   Keyword 'chủ_tịch_cuba': 0.09%
   Keyword 'nông_dân_hàn_quốc': 0.09%
   Keyword 'giá': 0.09%
   Keyword 'dubai': 0.09%
   Keyword 'thơ_mỹmột': 0.09%
   Keyword 'frederick_feirstein': 0.09%
   Keyword 'phố_cổ_hà_nội': 0.09%
   Keyword 'thoả_thuận': 0.09%
   Keyword 'đậu': 0.09%
   Keyword 'hiệu_lực': 0.09%
   Keyword 'hôn_nhân': 0.09%
   Keyword 'nghịch_lý': 0.09%
   Keyword 'tân_cương': 0.09%
   Keyword 'phụ_huynh': 0.09%
   Keyword 'lạm_phát': 0.09%
   Keyword 'sốt_xuất_huyết': 0.09%
   Keyword 'bản_quyền': 0.09%
   Keyword 'sắc_màu': 0.09%
   Keyword 'nhà_bán_lẻ': 0.09%
   Keyword 'đặc_quyền': 0.09%
   Keyword 'ống_nghiệm': 0.09%
   Keyword 'thụ_tinh': 0.09%
   Keyword 'quốc_tịch': 0.09%
   Keyword 'thích_tuệ_sỹ': 0.09%
   Keyword 'nghệ_thuật': 0.09%
   Keyword 'sân_khấu': 0.09%
   Keyword 'mỹ_tho': 0.09%
   Keyword 'công_an_thành_phố_mỹ_tho': 0.09%
   Keyword 'ứng_dụng': 0.09%
   Keyword 'vneid': 0.09%
   Keyword 'khối': 0.09%
   Keyword 'chỉ_tiêu': 0.09%
   Keyword 'điều_tra_viên': 0.09%
   Keyword 'rượu_bia': 0.09%
   Keyword 'chức_năng': 0.09%
   Keyword 'group': 0.09%
   Keyword 'nền_tảng': 0.09%
   Keyword 'ngăn_chặn': 0.09%
   Keyword 'khoa': 0.09%
   Keyword 'đầu_thú': 0.09%
   Keyword 'ý_đồ': 0.09%
   Keyword 'phối_hợp': 0.09%
   Keyword 'khống_chế': 0.09%
   Keyword 'sun_group': 0.09%
   Keyword 'pon_holding': 0.09%
   Keyword 'audi': 0.09%
   Keyword 'rác_thải': 0.09%
   Keyword 'thảo_điền': 0.09%
   Keyword 'dự_án_luật_ttatgt': 0.09%
   Keyword 'sân_bay_biên_hoà': 0.09%
   Keyword 'thứ_hạng': 0.09%
   Keyword 'tiến_trình': 0.09%
   Keyword 'lợi_thế': 0.09%
   Keyword 'nghiêm_cấm': 0.09%
   Keyword 'tiểu_học': 0.09%
   Keyword 'tổng_thể': 0.09%
   Keyword 'liên_chiểu': 0.09%
   Keyword 'cao_tốc_biên_hoàvũng_tàu': 0.09%
   Keyword 'biên_hoàvũng_tàu': 0.09%
   Keyword 'moodys': 0.09%
   Keyword 'agribank_vì': 0.09%
   Keyword 'nghiệp_vụ': 0.09%
   Keyword 'quyền_lợi': 0.09%
   Keyword 'chiến_thuật': 0.09%
   Keyword 'khu_công_nghệ_cao_hoà_lạc_ubnd_tp_hà_nội': 0.09%
   Keyword 'chân_mây': 0.09%
   Keyword 'container': 0.09%
   Keyword 'cán_sự': 0.09%
   Keyword 'xv': 0.09%
   Keyword 'công_nghệ_thông_tin': 0.09%
   Keyword 'hậu_quả': 0.09%
   Keyword 'đắk_lắk': 0.09%
   Keyword 'đồng_chí': 0.09%
   Keyword 'nhiệm_vụ': 0.09%
   Keyword 'thượng_lưu': 0.09%
   Keyword 'kỷ_nguyên': 0.09%
   Keyword 'biện_pháp': 0.09%
   Keyword 'vietlott': 0.09%
   Keyword 'phiến_quân': 0.09%
   Keyword 'xe_hàng': 0.09%
   Keyword 'myanmar': 0.09%
   Keyword 'phiến_quân_myanmar': 0.09%
   Keyword 'đảng_bộ': 0.09%
   Keyword 'xe_bồn': 0.09%
   Keyword 'doanh_thu': 0.09%
   Keyword 'quốc_gia_đông_nam_á': 0.09%
   Keyword 'duy_nhất_trung_quốc': 0.09%
   Keyword 'đặng_quỳnh': 0.09%
   Keyword 'tình_thương': 0.09%
   Keyword 'tổ_chức': 0.09%
   Keyword 'tuần_lễ': 0.09%
   Keyword 'anh_hùng': 0.09%
   Keyword 'đặng_quân_thuỵ': 0.09%
   Keyword 'trung_tướng': 0.09%
   Keyword 'nguồn_gốc': 0.09%
   Keyword 'bằng_chứng': 0.09%
   Keyword 'tô_hữu_bằng': 0.09%
   Keyword 'đấu_giá': 0.09%
   Keyword 'jackpot': 0.09%
   Keyword 'nợ_nần': 0.09%
   Keyword 'vleague': 0.09%
   Keyword 'phạm_tuấn_hải': 0.09%
   Keyword 'lan_toả': 0.09%
   Keyword 'xe_điện': 0.09%
   Keyword 'khối_u': 0.09%
   Keyword 'nhân_sự_việt': 0.04%
   Keyword 'tràm_chim': 0.04%
   Keyword 'sếu_đầu_đỏ': 0.04%
   Keyword 'vườn_quốc_gia': 0.04%
   Keyword 'vườn_quốc_gia_tràm_chim': 0.04%
   Keyword 'tình_yêu': 0.04%
   Keyword 'chiến_trường': 0.04%
   Keyword 'mbappe': 0.04%
   Keyword 'haaland': 0.04%
   Keyword 'ý_kiến': 0.04%
   Keyword 'thạc_sĩ': 0.04%
   Keyword 'hiện_tượng': 0.04%
   Keyword 'kiên_giang': 0.04%
   Keyword 'hàm_ý': 0.04%
   Keyword 'chim_chóc': 0.04%
   Keyword 'mường_lát': 0.04%
   Keyword 'thầy_lũ_trẻ_hmông_mường_lát': 0.04%
   Keyword 'hmông': 0.04%
   Keyword 'cao_đẳng': 0.04%
   Keyword 'hhen_niê_phụ': 0.04%
   Keyword 'vfc': 0.04%
   Keyword 'hoàng_hà_tôi': 0.04%
   Keyword 'chiến_lợi_phẩm': 0.04%
   Keyword 'tiền_tuyến': 0.04%
   Keyword 'móng_ukraine_nato': 0.04%
   Keyword 'tổng_lực': 0.04%
   Keyword 'gấu_nga': 0.04%
   Keyword 'ukraine_nato': 0.04%
   Keyword 'zara': 0.04%
   Keyword 'mango': 0.04%
   Keyword 'địa_ốc': 0.04%
   Keyword 'ngành_lao_động_tphcm': 0.04%
   Keyword 'vân_tiny': 0.04%
   Keyword 'cầu_hôn_vợ_vân_tiny': 0.04%
   Keyword 'cầu_hôn': 0.04%
   Keyword 'chị_em': 0.04%
   Keyword 'thượng_uý': 0.04%
   Keyword 'ám_ảnh': 0.04%
   Keyword 'đồng_loại': 0.04%
   Keyword 'hhen_niê_tôi': 0.04%
   Keyword 'tiếng_nói': 0.04%
   Keyword 'đồng_hồ': 0.04%
   Keyword 'rolex': 0.04%
   Keyword 'hãng_đồng_hồ_rolex': 0.04%
   Keyword 'ngân_hàng_đà_nẵng': 0.04%
   Keyword 'tính_mạng': 0.04%
   Keyword 'kẻ_gian': 0.04%
   Keyword 'kẻ_gian_nội_dung_bảng_led': 0.04%
   Keyword 'tuyển_việt_nam': 0.04%
   Keyword 'hlv_masatada_ishii': 0.04%
   Keyword 'masatada_ishii': 0.04%
   Keyword 'vương_quốc_anh': 0.04%
   Keyword 'số_lượng_di_sản_công_nghiệp_hà_nội': 0.04%
   Keyword 'phế_liệu': 0.04%
   Keyword 'trung_hoa': 0.04%
   Keyword 'khí_thải': 0.04%
   Keyword 'bước_ngoặt': 0.04%
   Keyword 'singapore': 0.04%
   Keyword 'sáng_kiến_vành_đai': 0.04%
   Keyword 'dấu_ấn_singapore': 0.04%
   Keyword 'ảnh_hưởng_trung_quốc_lào': 0.04%
   Keyword 'ảnh_hưởng': 0.04%
   Keyword 'bạn_đọc': 0.04%
   Keyword 'cộng_tác_viên': 0.04%
   Keyword 'ảnh_báo_nhân_dân_tết_giáp_thìn': 0.04%
   Keyword 'học_vấn': 0.04%
   Keyword 'ước_mơ': 0.04%
   Keyword 'quỹ_học_bổng_vietseeds': 0.04%
   Keyword 'vietseeds': 0.04%
   Keyword 'hạt_giống': 0.04%
   Keyword 'vùng_xa': 0.04%
   Keyword 'vùng_sâu': 0.04%
   Keyword 'ngo': 0.04%
   Keyword 'thể_nghiệm': 0.04%
   Keyword 'dương': 0.04%
   Keyword 'năng_suất': 0.04%
   Keyword 'cây_trồng': 0.04%
   Keyword 'ngõ_cụt': 0.04%
   Keyword 'thiếu_niên_hưng_yên': 0.04%
   Keyword 'thiếu_niên': 0.04%
   Keyword 'scb': 0.04%
   Keyword 'điện_máy': 0.04%
   Keyword 'cảnh_giác': 0.04%
   Keyword 'clearfake': 0.04%
   Keyword 'nguyễn_văn_chung': 0.04%
   Keyword 'who': 0.04%
   Keyword 'kim_jongun': 0.04%
   Keyword 'tập_quán': 0.04%
   Keyword 'cấm_tuyệt_đối_nồng_độ_cồn_phong_tục': 0.04%
   Keyword 'phong_tục': 0.04%
   Keyword 'gò_môn': 0.04%
   Keyword 'mắt': 0.04%
   Keyword 'thiếu_nhi': 0.04%
   Keyword 'thiếu_nhi_tp._hcm': 0.04%
   Keyword 'căn_cứ_gò_môn': 0.04%
   Keyword 'bệnh_viện_mắt_tp._hcm': 0.04%
   Keyword 'ngôi_sao_bóng_chuyền_nữ_hàng_đầu_việt_nam': 0.04%
   Keyword 'tài_năng_trẻ_barcelona': 0.04%
   Keyword 'finals': 0.04%
   Keyword 'jannik_sinner': 0.04%
   Keyword 'á_quân': 0.04%
   Keyword 'á_quân_atp_finals': 0.04%
   Keyword 'vàng': 0.04%
   Keyword 'nguyễn_văn_hạnh': 0.04%
   Keyword 'gs_nguyễn_văn_hạnh': 0.04%
   Keyword 'văn_học': 0.04%
   Keyword 'thần_thái_lan': 0.04%
   Keyword 'văn_lâm': 0.04%
   Keyword 'tầm_hlv_park_hang_seo': 0.04%
   Keyword 'trợ_lý': 0.04%
   Keyword 'lee_young_jin': 0.04%
   Keyword 'hlv_troussier_u23_việt_nam': 0.04%
   Keyword 'kuwait': 0.04%
   Keyword 'cầu_thủ_tp._hcm': 0.04%
   Keyword 'bóng_chuyền_việt_nam': 0.04%
   Keyword 'hụt_hẫng_lưu_bình_nhưỡng': 0.04%
   Keyword 'biểu_quốc_hội_lưu_bình_nhưỡng': 0.04%
   Keyword 'trương_mỹ_lan': 0.04%
   Keyword 'ivb_mobile_banking': 0.04%
   Keyword 'chiếm_đoạt': 0.04%
   Keyword 'vntb_chiếm_đoạt': 0.04%
   Keyword 'vntb_khủng_hoảng': 0.04%
   Keyword 'khủng_hoảng': 0.04%
   Keyword 'bàn_cờ': 0.04%
   Keyword 'mùa_lễ_tạ_ơn': 0.04%
   Keyword 'bản_địa': 0.04%
   Keyword 'kẻ_cướp': 0.04%
   Keyword 'huy_chương': 0.04%
   Keyword 'quan_hệ_brad_pitt': 0.04%
   Keyword 'thị_trường_chứng_khoán_việt_nam': 0.04%
   Keyword 'nhà_sáng_lập': 0.04%
   Keyword 'nhà_sáng_lập_chatgpt': 0.04%
   Keyword 'thế_hệ': 0.04%
   Keyword 'vios_vnexpress': 0.04%
   Keyword 'toyota': 0.04%
   Keyword 'trang_web': 0.04%
   Keyword 'bitcoin': 0.04%
   Keyword 'bhutan': 0.04%
   Keyword 'thần_kinh': 0.04%
   Keyword 'đại_dịch': 0.04%
   Keyword 'bài_tập': 0.04%
   Keyword 'bụng_dưới': 0.04%
   Keyword 'đường_thuỷ': 0.04%
   Keyword 'tiền_đạo': 0.04%
   Keyword 'gabriel_jesus_ghi': 0.04%
   Keyword 'tiền_đạo_gabriel_jesus_ghi': 0.04%
   Keyword 'runner_thuỵ_điển': 0.04%
   Keyword 'solskjaer_nỗ_lực': 0.04%
   Keyword 'hlv_solskjaer_nỗ_lực_maguire': 0.04%
   Keyword 'maguire': 0.04%
   Keyword 'đồng_nai_bình_dương': 0.04%
   Keyword 'vnexpress': 0.04%
   Keyword 'đại_bàng': 0.04%
   Keyword 'tin_vui': 0.04%
   Keyword 'angel_di_maria': 0.04%
   Keyword 'the_marvels': 0.04%
   Keyword 'bard': 0.04%
   Keyword 'video': 0.04%
   Keyword 'khủng_hoảng_kinh_tế': 0.04%
   Keyword 'nhiên_liệu': 0.04%
   Keyword 'lương_thực': 0.04%
   Keyword 'bối_cảnh': 0.04%
   Keyword 'công_ty_nga': 0.04%
   Keyword 'pakistan': 0.04%
   Keyword 'bề_mặt': 0.04%
   Keyword 'mạch_máu': 0.04%
   Keyword 'tác_động': 0.04%
   Keyword 'alshifa': 0.04%
   Keyword 'xăng_dầu': 0.04%
   Keyword 'đồng_học': 0.04%
   Keyword 'trung_học_phổ_thông': 0.04%
   Keyword 'luật_căn_cước': 0.04%
   Keyword 'căn_cước': 0.04%
   Keyword 'chdc_congo': 0.04%
   Keyword 'tín_hiệu': 0.04%
   Keyword 'murmansk': 0.04%
   Keyword 'an_ninh_tỉnh_murmansk_phần_lan': 0.04%
   Keyword 'lạm_dụng': 0.04%
   Keyword 'kháng_sinh': 0.04%
   Keyword 'lực_lượng_cảnh_sát_biên_giới_phần_lan': 0.04%
   Keyword 'mexico': 0.04%
   Keyword 'dẫn_độ': 0.04%
   Keyword 'đầu_an_ninh_trai_el_chapo': 0.04%
   Keyword 'el_chapo': 0.04%
   Keyword 'bệnh_viện_trung_quốc': 0.04%
   Keyword 'shifa': 0.04%
   Keyword 'hải_ngoại': 0.04%
   Keyword 'liên_kết': 0.04%
   Keyword 'quốc_nội': 0.04%
   Keyword 'giám_đốc_bệnh_viện_shifa_gaza': 0.04%
   Keyword 'tình_dục_new_york': 0.04%
   Keyword 'tấm_lòng': 0.04%
   Keyword 'yêu_thương': 0.04%
   Keyword 'trái_tim_yêu_thương': 0.04%
   Keyword 'thầy_thích_tuệ_sỹ_viên_tịch': 0.04%
   Keyword 'phật_ân_đồng_nai': 0.04%
   Keyword 'trộm': 0.04%
   Keyword 'tuổi_trẻ_công_an_quảng_nam': 0.04%
   Keyword 'ý_nghĩa': 0.04%
   Keyword 'giám_đốc_công_ty_tân_hiệp_phát': 0.04%
   Keyword 'diệp_dũng': 0.04%
   Keyword 'truy_tố': 0.04%
   Keyword 'saigon': 0.04%
   Keyword 'co.': 0.04%
   Keyword 'đồng_phạm': 0.04%
   Keyword 'truy_tố_diệp_dũng': 0.04%
   Keyword 'đồng_phạm_thiệt_hại_saigon_co.': 0.04%
   Keyword 'thời_tiết_miền_bắc': 0.04%
   Keyword 'thời_tiết': 0.04%
   Keyword 'thuỷ_điện': 0.04%
   Keyword 'dự_án_nhà_máy_thuỷ_điện_hoà_bình': 0.04%
   Keyword 'lễ_tạ': 0.04%
   Keyword 'quán_quân': 0.04%
   Keyword 'ca_bệnh_hô_hấp_trung_quốc': 0.04%
   Keyword 'đường_sắt': 0.04%
   Keyword 'sẵn_sàng_việt_nam': 0.04%
   Keyword 'haakon_magnus': 0.04%
   Keyword 'thái_tử': 0.04%
   Keyword 'lubna_jaffery': 0.04%
   Keyword 'tái_tạo': 0.04%
   Keyword 'xu_hướng': 0.04%
   Keyword 'lò_cụ_trọng': 0.04%
   Keyword 'chiều_qua': 0.04%
   Keyword 'trọng': 0.04%
   Keyword 'công_cuộc': 0.04%
   Keyword 'kinh_thiên_động_địa': 0.04%
   Keyword 'thực_chất': 0.04%
   Keyword 'đảng_uỷ': 0.04%
   Keyword 'đảng_uỷ_giao_thông_vận_tải': 0.04%
   Keyword 'vận_tải': 0.04%
   Keyword 'fpt': 0.04%
   Keyword 'trường_đại_học_điện_lực_công_ty_cổ_phần_viễn_thông_fpt': 0.04%
   Keyword 'biên_bản': 0.04%
   Keyword 'cổ_phần': 0.04%
   Keyword 'khai_mạc_mạng_lưới': 0.04%
   Keyword 'gia_dụng': 0.04%
   Keyword 'phú_thọ_ttatgt': 0.04%
   Keyword 'phú_thọ': 0.04%
   Keyword 'mầm_non': 0.04%
   Keyword 'gia_lai': 0.04%
   Keyword 'ký': 0.04%
   Keyword 'an_toàn': 0.04%
   Keyword 'gia_lai_ký': 0.04%
   Keyword 'sở_hữu_trí_tuệ': 0.04%
   Keyword 'sức_mạnh': 0.04%
   Keyword 'chế_độ_chính_sách_bhxh': 0.04%
   Keyword 'bạo_lực': 0.04%
   Keyword 'kaluga': 0.04%
   Keyword 'liên_bang': 0.04%
   Keyword 'thương_mại_tỉnh_kaluga': 0.04%
   Keyword 'ecuador': 0.04%
   Keyword 'vị_thế_phụ_nữ_quảng_bình': 0.04%
   Keyword 'bác_hồ': 0.04%
   Keyword 'cao_bằng': 0.04%
   Keyword 'hạ_tầng': 0.04%
   Keyword 'hạ_tầng_giao_thông_đòn_bẩy_cao_bằng': 0.04%
   Keyword 'đòn_bẩy': 0.04%
   Keyword 'pháp_luật_bình_đẳng': 0.04%
   Keyword 'tích_cực_việt_nam': 0.04%
   Keyword 'na_uy_việt_nam': 0.04%
   Keyword 'khánh_hoà': 0.04%
   Keyword 'tiện_ích': 0.04%
   Keyword 'thiên_nhiên': 0.04%
   Keyword 'mỹ_phẩm': 0.04%
   Keyword 'cỏ_mềm': 0.04%
   Keyword 'điện_thoại_tiền': 0.04%
   Keyword 'tiền': 0.04%
   Keyword 'phan_kim_liên': 0.04%
   Keyword 'xe_khách': 0.04%
   Keyword 'viên_chức_bình_dương': 0.04%
   Keyword 'nữ_sinh_gpa': 0.04%
   Keyword 'con_nuôi': 0.04%
   Keyword 'harvard': 0.04%
   Keyword 'hoàng_gia': 0.04%
   Keyword 'thách_thức': 0.04%
   Keyword 'trại_giam': 0.04%
   Keyword 'cơ_động': 0.04%
   Keyword 'nsưt_đỗ_kỷ': 0.04%
   Keyword 'nghệ_sĩ_nhân_dân': 0.04%
   Keyword 'bản_làng': 0.04%
   Keyword 'nòng_cốt': 0.04%
   Keyword 'chất_pháp': 0.04%
   Keyword 'sky_garden': 0.04%
   Keyword 'ban_công': 0.04%
   Keyword 'nhơn_trạch': 0.04%
   Keyword 'city': 0.04%
   Keyword 'masteri_west_heights': 0.04%
   Keyword 'cư_dân': 0.04%
   Keyword 'resort': 0.04%
   Keyword 'hong_kong': 0.04%
   Keyword 'gia_tộc_hong_kong': 0.04%
   Keyword 'casino': 0.04%
   Keyword 'ciputra': 0.04%
   Keyword 'tập_đoàn_ciputra': 0.04%
   Keyword 'showroom_hùng_tuý': 0.04%
   Keyword 'dao': 0.04%
   Keyword 'thực_hư': 0.04%
   Keyword 'nhà_riêng': 0.04%
   Keyword 'viva_dental': 0.04%
   Keyword 'nha_khoa': 0.04%
   Keyword 'britney': 0.04%
   Keyword 'hhen_niê': 0.04%
   Keyword 'ngọc_châu': 0.04%
   Keyword 'tia_vũ_trụ': 0.04%
   Keyword 'tài_khoản': 0.04%
   Keyword 'ekyc': 0.04%
   Keyword 'express': 0.04%
   Keyword 'cha_đẻ': 0.04%
   Keyword 'lão_nông': 0.04%
   Keyword 'vẻ_nóng_bỏng_nữ_diễn_viên_gốc_việt': 0.04%
   Keyword 'trước_bạ': 0.04%
   Keyword 'rảnh_tay_trên_đường_cao_tốc_xe_honda': 0.04%
   Keyword 'honda': 0.04%
   Keyword 'tay_trên': 0.04%
   Keyword 'tính_năng': 0.04%
   Keyword 'volkswagen': 0.04%
   Keyword 'audi_tt': 0.04%
   Keyword 'toyota_yaris_cross': 0.04%
   Keyword 'yaris_cross': 0.04%
   Keyword 'lộ': 0.04%
   Keyword 'ca_bin': 0.04%
   Keyword 'thuỷ_tạ_đà_lạt': 0.04%
   Keyword 'nordic_naturals_thương': 0.04%
   Keyword 'omega3': 0.04%
   Keyword 'nordic_naturals_thương_hiệu_omega3': 0.04%
   Keyword 'sứ_mệnh': 0.04%
   Keyword 'potenza_cynosure': 0.04%
   Keyword 'liệu_trình_vi_kim_rf_potenza_cynosure': 0.04%
   Keyword 'liệu_trình': 0.04%
   Keyword 'lángs_clinic': 0.04%
   Keyword 'hy_hữu': 0.04%
   Keyword 'nguy_hiểm': 0.04%
   Keyword 'bệnh_hô_hấp_trung_quốc': 0.04%
   Keyword 'bệnh_phong_hà_nội_tphcm': 0.04%
   Keyword 'bản_đồ': 0.04%
   Keyword 'y_tế_việt_nam': 0.04%
   Keyword 'tổn_thương': 0.04%
   Keyword 'galaxy': 0.04%
   Keyword 'smed': 0.04%
   Keyword 'tích_hợp_tingee': 0.04%
   Keyword 'tích_hợp': 0.04%
   Keyword 'tiêm_chủng': 0.04%
   Keyword 'tingee': 0.04%
   Keyword 'tài_xế_công_nghệ_be': 0.04%
   Keyword 'be': 0.04%
   Keyword 'cường_độ': 0.04%
   Keyword 'thông_tin_nato': 0.04%
   Keyword 'phòng_tuyến_kiev': 0.04%
   Keyword 'kiev': 0.04%
   Keyword 'phòng_tuyến': 0.04%
   Keyword 'toà_hình': 0.04%
   Keyword 'tài_sản_hàng_đầu_trung_quốc': 0.04%
   Keyword 'mano_polking': 0.04%
   Keyword 'quyền_lực_thép_madam_pang': 0.04%
   Keyword 'báo_trung_quốc': 0.04%
   Keyword 'hợp_đồng_hlv_park_hang_seo': 0.04%
   Keyword 'qatar': 0.04%
   Keyword 'u23_việt_nam': 0.04%
   Keyword 'thuỷ_nguyễn_bọc': 0.04%
   Keyword 'ntk_thuỷ_nguyễn_bọc': 0.04%
   Keyword 'nội_lực_bí_quyết': 0.04%
   Keyword 'nội_lực': 0.04%
   Keyword 'thiếu_tướng_đinh_văn_nơi': 0.04%
   Keyword 'thiếu_tướng': 0.04%
   Keyword 'đinh_văn_nơi': 0.04%
   Keyword 'nữ_tiếp_viên_hàng_không_việt_nam': 0.04%
   Keyword 'địa_điểm': 0.04%
   Keyword 'bán_nguyệt': 0.04%
   Keyword 'ánh_sao': 0.04%
